name,rating,n,link,director,star_1,star_2,star_3,synopsis
A Clockwork Orange,8.2,"808,114",https://www.imdb.com//title/tt0066921/,Stanley Kubrick,Malcolm McDowell,Patrick Magee,Michael Bates,"A Clockwork Orange is a 1971 dystopian crime film directed, produced, and written by Stanley Kubrick, based on Anthony Burgess's 1962 novel of the same name. It employing disturbing, violent images to comment on psychiatry, juvenile delinquency, youth gangs, and other social, political, and economic subjects in a dystopian near-future Britain. Alex (Malcolm McDowell), a charismatic, sociopathic delinquent, is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan."
Come and See,8.2,"74,411",https://www.imdb.com//title/tt0091251/,Elem Klimov,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,"A young Belarusian man named Florya is drafted into the Soviet army to fight the Germans during World War II. He experiences the horror of war and the destruction of his hometown, as well as the death of his friends and family. The film follows Florya's journey as he tries to survive the war and the atrocities he witnesses."
Full Metal Jacket,8.2,"722,515",https://www.imdb.com//title/tt0093058/,Stanley Kubrick,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,"In Full Metal Jacket, a group of Marine Corps recruits are brought to Parris Island for basic training. There, they are put through a grueling training regimen by their drill sergeant, Gunnery Sergeant Hartman. The recruits must learn to work together as a team in order to survive the training and ultimately, the Vietnam War. Full Metal Jacket is a gritty and realistic portrayal of the Marine Corps training experience and the horrors of war."
Double Indemnity,8.2,"153,969",https://www.imdb.com//title/tt0036775/,Billy Wilder,Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,"Walter Neff is an insurance salesman who meets the beautiful Phyllis Dietrichson while selling her husband an accident policy. Phyllis is unhappy in her marriage and convinces Walter to help her kill her husband so they can collect on the double indemnity clause in the policy. As they carry out their plan, their mutual attraction grows, and they begin to worry that they will be caught. When Phyllis's husband's death appears to be suspicious, the insurance company sends an investigator, who begins to piece together the truth. As the net closes in on them, Phyllis and Walter contemplate murder once again."
The Apartment,8.2,"177,760",https://www.imdb.com//title/tt0053604/,Billy Wilder,Jack Lemmon,Shirley MacLaine,Fred MacMurray,"The film tells the story of Bud Baxter, a young man working in the mail room of an insurance company in New York City. Bud's ambition is to work in the company's executive suite. To achieve this, he loans his apartment to his superiors for their extramarital trysts. Eventually, Bud's apartment becomes the place where company president Jeff D. Sheldrake rendezvous with his mistress, Fran Kubelik. Bud becomes attracted to Fran, and Sheldrake learns of the affair, leading to Bud's demotion. Fran breaks up with Sheldrake and intends to leave the city. Bud asks her to marry him and she accepts. When Sheldrake learns of Bud and Fran's engagement, he blackmails Bud into ending the relationship or he will have him fired. Bud ends the engagement, much to Fran's heartbreak. Bud Baxter is a young man working in the mail room of an insurance company in New York City. Bud's ambition is to work in the company's executive suite. To achieve this, he loans his apartment to his superiors for their extramarital trysts. Eventually, Bud's apartment becomes the place where company president Jeff D. Sheldrake rendezvous with his mistress, Fran Kubelik. Bud becomes attracted to Fran, and Sheldrake learns of the affair, leading to Bud's demotion. Fran breaks up with Sheldrake and intends to leave the city. Bud asks her to marry him and she accepts. When Sheldrake learns of Bud and Fran's engagement, he blackmails Bud into ending the relationship or he will have him fired. Bud ends the engagement, much to Fran's heartbreak."
Scarface,8.2,"808,542",https://www.imdb.com//title/tt0086250/,Brian De Palma,Al Pacino,Michelle Pfeiffer,Steven Bauer,"In Miami in 1980, Cuban refugee Tony Montana (Al Pacino) buys his way into the local drug trafficking scene, quickly making a name for himself as a ruthless killer. He works for drug lord Frank Lopez (Robert Loggia) and grows increasingly power-hungry, even killing Lopez on behalf of rival kingpin Alejandro Sosa (Paul Shenar). As Montana's wealth and influence grow, so does his ego, and he becomes monstrously paranoid, alienating himself from his friends and family. When Sosa orders a hit on Montana, he narrowly escapes death, but his wife and sister are killed. Enraged, Montana declares war on Sosa, leading to a bloody all-out battle that ends with Montana's death."
Taxi Driver,8.2,"793,862",https://www.imdb.com//title/tt0075314/,Martin Scorsese,Robert De Niro,Jodie Foster,Cybill Shepherd,"In Taxi Driver, a mentally unstable Vietnam War veteran works as a nighttime taxi driver in New York City where the perceived decadence and sleaze fuels his urge for violent action, attempting to save a preadolescent prostitute in the process."
To Kill a Mockingbird,8.2,"311,222",https://www.imdb.com//title/tt0056592/,Robert Mulligan,Gregory Peck,John Megna,Frank Overton,"The film To Kill a Mockingbird is set in the 1930s in the fictional Maycomb County, Alabama, and follows six-year-old Scout Finch, who lives with her older brother, Jem, and their father, Atticus Finch. Atticus is a moral man and a single father who is appointed to defend a black man, Tom Robinson, who has been accused of a crime he did not commit. The trial reveals the racism that is entrenched in the town, and Scout and Jem learn first-hand the ugly truths about prejudice and injustice. Despite the odds, Atticus strives to do what is right, and in the end, justice is served."
The Sting,8.2,"257,051",https://www.imdb.com//title/tt0070735/,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,"The Sting is a 1973 American caper film set in September 1936, involving a complex plot by two professional grifters (Paul Newman and Robert Redford) to con a mob boss (Robert Shaw). The film was directed by George Roy Hill, who previously directed Newman and Redford in Butch Cassidy and the Sundance Kid."
Ikiru,8.2,"76,522",https://www.imdb.com//title/tt0044741/,Akira Kurosawa,Takashi Shimura,Nobuo Kaneko,Shin'ichi Himori,"Widower and Tokyo city bureaucrat Watanabe (Takashi Shimura) is diagnosed with cancer and told he has only six months to live. At first, he tries to keep his diagnosis a secret from his son and colleagues, but he eventually comes to terms with his mortality. Watanabe then becomes determined to find meaning in his remaining time and sets out to do something significant with his life. He first tries to help a young boy in his neighborhood, but his efforts are thwarted by bureaucracy. Watanabe then comes up with the idea to create a park in memory of his late wife, which will be a place for children to play. With the help of his son and a young woman he meets along the way, Watanabe is able to see his plan through to completion before he dies."
Hamilton,8.2,"86,234",https://www.imdb.com//title/tt8503618/,Thomas Kail,Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,"Hamilton is the story of American Founding Father Alexander Hamilton, told through the unique lens of hip-hop. The film follows Hamilton from his humble beginnings in the West Indies to his rise to prominence during the American Revolution and his eventual downfall. Along the way, we see Hamilton's relationships with his wife Eliza, his friend and fellow revolutionary Aaron Burr, and his political rival Thomas Jefferson. The film culminates in the famous duel between Hamilton and Burr that ended Hamilton's life."
L.A. Confidential,8.2,"570,303",https://www.imdb.com//title/tt0119488/,Curtis Hanson,Kevin Spacey,Russell Crowe,Guy Pearce,"L.A. Confidential is a 1997 American neo-noir crime film directed, produced, and co-written by Curtis Hanson. Based on James Ellroy's 1990 novel of the same name, the screenplay was written by Hanson and Brian Helgeland. The film tells the story of three policemen in 1950s Los Angeles, each of whom is corrupt in his own way, as they investigate a series of murders they believe has connections to a pornographer, who may also be linked to the death of one of the policemen's partners. L.A. Confidential features Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, Kim Basinger, and Danny DeVito.The film was nominated for nine Academy Awards, including Best Picture, winning two: Basinger for Best Supporting Actress and Hanson and Helgeland for Best Adapted Screenplay. It was also nominated for and won several other awards, including the Golden Globe Award for Best Motion Picture â Drama, the Writers Guild of America Award for Best Adapted Screenplay, and the British Academy of Film and Television Arts Award for Best Screenplay."
Up,8.2,"1,011,295",https://www.imdb.com//title/tt1049413/,Pete Docter,Edward Asner,Jordan Nagai,John Ratzenberger," in the AirUp in the Air is a 2009 American drama film directed by Jason Reitman and written by Reitman and Sheldon Turner, based on the 2001 novel of the same name, written by Walter Kirn. The story is centered on corporate ""downsizer"" Ryan Bingham (George Clooney) and his travels around the United States."
Heat,8.2,"632,225",https://www.imdb.com//title/tt0113277/,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,"In the movie ""Heat"", a group of professional criminals are planning a major heist. They have planned and rehearsed for months, but things start to go wrong when one of the members of the group is killed. The police are called in and the criminals are forced to take hostages. The situation quickly spirals out of control and the criminals are forced to fight for their lives."
Metropolis,8.2,"171,209",https://www.imdb.com//title/tt0017136/,Fritz Lang,Brigitte Helm,Alfred Abel,Gustav FrÃ¶hlich,"In a future city, workers toil day and night to keep the machines running while the elite enjoy a life of luxury. One day, a young woman named Maria arrives in the city and is taken in by the worker's leader, Freder. He falls in love with her, but she only has eyes for the city's ruler, Joh Fredersen. As Freder begins to question the city's hierarchy, he is caught up in a revolt that could destroy the city."
Snatch,8.2,"834,920",https://www.imdb.com//title/tt0208092/,Guy Ritchie,Jason Statham,Brad Pitt,Stephen Graham,"The movie is set in the London criminal underworld and follows a group of small time crooks who are trying to make a name for themselves. They get caught up in a heist that goes wrong, and all hell breaks loose. As they try to escape the city with their lives and their loot, they are pursued by a vicious gangster and his henchmen."
A Separation,8.2,"240,816",https://www.imdb.com//title/tt1832382/,Asghar Farhadi,Payman Maadi,Leila Hatami,Sareh Bayat,"A married couple, Simin and Nader, live in Iran. Simin wants to leave the country with her husband and daughter to have a better life, but Nader does not want to leave his father, who has Alzheimer's disease. They get a divorce, and Simin moves out of the house. Nader hires a woman named Razieh to take care of his father while he is at work. Razieh is pregnant, and she is not able to take care of the old man by herself. Nader gets angry with Razieh and pushes her, causing her to fall and miscarry. Razieh's husband finds out and wants to take Nader to court. Nader's wife decides to testify against him, and Nader is sent to prison."
Die Hard,8.2,"855,588",https://www.imdb.com//title/tt0095016/,John McTiernan,Bruce Willis,Alan Rickman,Bonnie Bedelia,"New York City police officer John McClane (Bruce Willis) is visiting his estranged wife (Bonnie Bedelia) and two daughters on Christmas Eve. He joins her at a party in the headquarters of the Japanese-owned business she works for. The festivities are interrupted by a group of terrorists who take the guests hostage. McClane escapes detection and sets out to stop the terrorists. He kills several of them and wounds their leader, Hans Gruber (Alan Rickman). McClane then faces off against Hans' henchman, Karl (Alexander Godunov), in a final showdown."
Indiana Jones and the Last Crusade,8.2,"736,714",https://www.imdb.com//title/tt0097576/,Steven Spielberg,Harrison Ford,Sean Connery,Alison Doody,"In the third installment of the Indiana Jones franchise, Indiana Jones is on a race to find his father, Henry Jones Sr., who has gone missing while searching for the Holy Grail. Indy must find the Grail before the Nazis do, and he enlists the help of his father's former colleague, Marcus Brody. With the Nazis hot on their trail, the Joneses embark on a dangerous quest that takes them across the globe. Along the way, they must face snakes, Nazis, and the deadly traps set by the Grail's guardian. In the end, Indy finds the Grail and returns it to its rightful place, but not before having to say goodbye to his father."
Incendies,8.2,"171,430",https://www.imdb.com//title/tt1255953/,Denis Villeneuve,Lubna Azabal,MÃ©lissa DÃ©sormeaux-Poulin,Maxim Gaudette,"Incendies is a 2010 Canadian mystery drama film directed by Denis Villeneuve and written by Villeneuve and Wajdi Mouawad. It is based on Mouawad's play of the same name. The film stars MÃ©lanie Laurent, Maxim Gaudette, and MichÃ¨le Lonsdale.Incendies follows twins Simon and Jeanne as they attempt to uncover the truth about their mother's life and death. Their search leads them to the Middle East, where they uncover a dark secret from their mother's past.The film was nominated for the Academy Award for Best Foreign Language Film at the 83rd Academy Awards."
Bicycle Thieves,8.2,"160,412",https://www.imdb.com//title/tt0040522/,Vittorio De Sica,Lamberto Maggiorani,Enzo Staiola,Lianella Carell,"In post-World War II Italy, a man's bicycle is stolen, and he and his son set out on a journey to find it. Along the way, the father and son form a bond as they search for the bicycle in the city."
1917,8.2,"546,207",https://www.imdb.com//title/tt8579674/,Sam Mendes,Dean-Charles Chapman,George MacKay,Daniel Mays,"At the height of the First World War, two young British soldiers, Schofield and Blake are given a seemingly impossible mission. In a race against time, they must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiersâBlake's own brother among them."
Like Stars on Earth,8.2,"188,006",https://www.imdb.com//title/tt0986264/,Aamir Khan,Darsheel Safary,Aamir Khan,Tisca Chopra,"Ishaan Awasthi is an eight-year-old boy who's always getting into trouble at school. When he's sent to a boarding school in Mumbai, he meets his new art teacher, Ram Shankar Nikumbh. Ishaan is a terrible student, but Mr. Nikumbh sees something special in him. With patience and creativity, he helps Ishaan find his true potential."
Downfall,8.2,"349,625",https://www.imdb.com//title/tt0363163/,Oliver Hirschbiegel,Bruno Ganz,Alexandra Maria Lara,Ulrich Matthes,"In April of 1945, Germany stands at the brink of defeat with the Soviet Army closing in from the west and the Allied Army attacking from the south. In Berlin, capital of the Third Reich, Adolf Hitler (Bruno Ganz) refuses to accept defeat, insisting that Germany will fight to the last man. As the days go by and the noose around the city tightens, the people of Berlin become increasingly desperate. With the city under siege and supplies running low, Hitler retreats into his underground bunker, where he and his followers make their final stand against the Allies."
For a Few Dollars More,8.2,"250,945",https://www.imdb.com//title/tt0059578/,Sergio Leone,Clint Eastwood,Lee Van Cleef,Gian Maria VolontÃ¨,"The movie is a spaghetti Western that follows the story of two bounty hunters who team up to capture a ruthless outlaw. The outlaw is wanted for murder, and the bounty hunters are determined to bring him to justice. They track him down to a small town, where they face off in a final showdown. In the end, the bounty hunters prevail, and the outlaw is brought to justice."
Batman Begins,8.2,"1,422,434",https://www.imdb.com//title/tt0372784/,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,"In the film, Bruce Wayne (Christian Bale) returns to Gotham City after years of self-imposed exile, determined to purge the city of the evil that took the life of his parents. As he comes to grips with his past and sets out on his path to becoming the Caped Crusader, he encounters a number of people who will impact his life, including the enigmatic Lucius Fox (Morgan Freeman), the loyal butler Alfred Pennyworth (Michael Caine), the fearless police lieutenant Jim Gordon (Gary Oldman), and the beautiful doctor Rachel Dawes (Katie Holmes). But it is his encounters with the League of Shadows and its leader, Ra's Al Ghul (Liam Neeson), that set him on the path to discovering the ultimate weapon against evil."
Dangal,8.2,"181,822",https://www.imdb.com//title/tt5074352/,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,"Dangal is a 2016 Indian Hindi-language biographical sports drama film directed by Nitesh Tiwari, written by Piyush Gupta, Shreyas Jain, and Nikhil Mehrotra, and produced by Aamir Khan and Kiran Rao. The film stars Aamir Khan as Mahavir Singh Phogat, who taught wrestling to his daughters Geeta Phogat and Babita Kumari. The film chronicles the struggle of Phogat, who was forced to give up his dream of winning a gold medal for India in wrestling, due to the lack of support from the wrestling establishment. He instead trains his daughters to be world-class wrestlers. The film was released on 23 December 2016."
The Kid,8.2,"124,236",https://www.imdb.com//title/tt0012349/,Charles Chaplin,Charles Chaplin,Edna Purviance,Jackie Coogan,"The Kid is a heartwarming story about a young boy named Billy who is taken in by a kindly couple after his mother abandons him. They raise him as their own and he grows up to be a happy, well-adjusted young man. When his mother suddenly reappears and wants to take him back, Billy must decide whether to stay with the family he loves or go with the woman who gave him life."
Some Like It Hot,8.2,"261,663",https://www.imdb.com//title/tt0053291/,Billy Wilder,Marilyn Monroe,Tony Curtis,Jack Lemmon,"When two male musicians witness the St. Valentine's Day Massacre, they quickly dress in drag and join an all-female band headed for a gig in Florida. Joe (Tony Curtis) and Jerry (Jack Lemmon) become Josephine and Daphne, much to the chagrin of bandleader Sweet Sue (Sugar Kane's (Marilyn Monroe) ukulele-playing beau, Osgood Fielding III (Joe E. Brown). While Jerry/Daphne pines for Sugar, Joe/Josephine falls for the band's saxophonist, Bix Biederbeck (George Raft). Meanwhile, the real Daphne has fallen for Jerry, and a gangster is looking for the two musicians who witnessed the massacre."
The Father,8.2,"133,358",https://www.imdb.com//title/tt10272386/,Florian Zeller,Anthony Hopkins,Olivia Colman,Mark Gatiss,"The Father is a 2020 drama film directed by Florian Zeller and starring Anthony Hopkins and Olivia Colman. The film follows Anthony, an aging man with dementia, as he deals with the loss of his wife and the reality of his deteriorating mental state. His daughter, Anne, tries to help him as best she can, but as his condition deteriorates, she finds herself struggling to care for him. The film is a moving portrait of the effects of dementia on both the sufferer and their loved ones."
All About Eve,8.2,"129,334",https://www.imdb.com//title/tt0042192/,Joseph L. Mankiewicz,Bette Davis,Anne Baxter,George Sanders,"Margo Channing is the star of a Broadway play. Eve Harrington is an ambitious young woman who ingratiates herself with Margo and becomes her assistant. As Eve manipulates those around her to further her own career, Margo begins to see through her ambitious protÃ©gÃ©."
Green Book,8.2,"461,671",https://www.imdb.com//title/tt6966692/,Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,"In the 1960s, African American pianist Don Shirley (Mahershala Ali) hires Italian American bouncer Tony Lip (Viggo Mortensen) to drive him on a concert tour through the Deep South in the days when racial segregation and violence were commonplace. Despite their differences, the two men develop a close friendship as they confront racism and danger while navigating their way through a complicated world. Based on a true story, Green Book is a heartwarming tale of friendship and overcoming adversity."
The Wolf of Wall Street,8.2,"1,335,840",https://www.imdb.com//title/tt0993846/,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,"In the early 1990s, Jordan Belfort (Leonardo DiCaprio) is a stockbroker living the high life working for a firm on Wall Street. His world comes crashing down when he is indicted for fraud and sentenced to four years in prison. When he is released, he is eager to get back to his old ways and make as much money as possible. However, the financial world has changed and he must find new ways to make money. He turns to a life of crime and starts a new firm with his friend Donnie (Jonah Hill). They quickly make a fortune through illegal activities, such as insider trading and money laundering. However, the FBI is closing in on them and they must find a way to keep the government from taking everything away from them."
Judgment at Nuremberg,8.2,"76,092",https://www.imdb.com//title/tt0055031/,Stanley Kramer,Spencer Tracy,Burt Lancaster,Richard Widmark,A group of Nazi judges are on trial for war crimes in Nuremberg in 1948. The film follows the trial and the events leading up to it.
Unforgiven,8.2,"403,232",https://www.imdb.com//title/tt0105695/,Clint Eastwood,Clint Eastwood,Gene Hackman,Morgan Freeman,"The Unforgiven is a 1992 American revisionist Western film directed by Clint Eastwood and written by David Webb Peoples. The film stars Eastwood in the lead role, with Gene Hackman, Morgan Freeman, Richard Harris, and Jaimz Woolvett in supporting roles. The film tells the story of an aging outlaw and ex-gunfighter who takes on one last job, despite his vow to never kill again. The film was a commercial and critical success, winning the Academy Award for Best Picture, Best Director, and Best Supporting Actor (Hackman) and was nominated for Best Actor (Eastwood), Best Supporting Actor (Freeman), and Best Editing."
Pan's Labyrinth,8.2,"654,966",https://www.imdb.com//title/tt0457430/,Guillermo del Toro,Ivana Baquero,Ariadna Gil,Sergi LÃ³pez,"In the year 1944, Franco's fascist regime is in its last throes in a Spain devastated by a civil war that has left half a million dead. Ofelia, a little girl living with her pregnant and sick mother, discovers an imaginary and dangerous world when she finds a labyrinth near her home in the countryside. Soon she will have to choose between staying with her loving father and completing her terrible mission."
Casino,8.2,"504,707",https://www.imdb.com//title/tt0112641/,Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci," RoyaleJames Bond is a British secret agent who is sent to casino in Royale-les-Eaux, France to bankrupt a terrorist financier, Le Chiffre, in a high-stakes poker game. Bond falls in love with Vesper Lynd, a beautiful Treasury agent, who is also Le Chiffre's hostage. After defeating Le Chiffre, Bond and Vesper Lynd are abducted by Mr. White, a ruthless terrorist organization's henchman. Bond is tortured for information about the money he won from Le Chiffre, but Vesper Lynd sacrifices herself to save him. Mr. White then shoots and kills Vesper before escaping."
Ran,8.2,"123,032",https://www.imdb.com//title/tt0089881/,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,"A young woman named Ran (Aoi Miyazaki) lives in a small village in Japan with her widowed father. Her father is a renowned potter and she often helps him with his work. One day, a handsome young man named Shinnosuke (SÅta Fukushi) comes to the village and Ran falls in love with him. However, her father does not approve of their relationship and forbids them from seeing each other.Ran begins to feel suffocated by her father's strict rules and decides to run away from home. She leaves a note for Shinnosuke telling him to meet her at the nearby train station. When she arrives there, she finds that her father has followed her and has brought along a group of men to take her back home. Shinnosuke intervenes and manages to get Ran away from her father's grasp.The two of them flee to Tokyo where they start a new life together. However, their happiness is short-lived as Shinnosuke is drafted into the army and is sent to fight in the war. Ran is left alone and pregnant.Years pass and Ran has not heard from Shinnosuke. She has given birth to their child and has raised him on her own. One day, she receives a telegram telling her that Shinnosuke has been killed in action. Ran is devastated by the news and her world comes crashing down."
Monty Python and the Holy Grail,8.2,"530,402",https://www.imdb.com//title/tt0071853/,Terry Gilliam,Graham Chapman,John Cleese,Eric Idle,The movie is a spoof of the legend of King Arthur and the Knights of the Round Table. The story follows Arthur and his knights as they search for the Holy Grail. Along the way they encounter many strange and bizarre characters. The movie is full of Monty Python's trademark humor.
There Will Be Blood,8.2,"568,154",https://www.imdb.com//title/tt0469494/,Paul Thomas Anderson,Daniel Day-Lewis,Paul Dano,CiarÃ¡n Hinds,"In There Will Be Blood, Daniel Plainview is a ruthless oil man who will stop at nothing to get what he wants. He will do whatever it takes to get what he wants, even if it means sacrificing his own son. When he finally strikes oil, he becomes even more ruthless and power hungry. The only thing that can stop him is his own greed and thirst for power."
A Beautiful Mind,8.2,"908,324",https://www.imdb.com//title/tt0268978/,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,"A Beautiful Mind is a film about the life of Nobel Prize-winning mathematician John Nash, who was diagnosed with schizophrenia. The film follows Nash's struggle to deal with his illness, as well as his remarkable achievements in mathematics and economics."
The Sixth Sense,8.2,"966,975",https://www.imdb.com//title/tt0167404/,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,"Malcolm Crowe is a successful psychologist who receives an award for his work. One night, he is visited by a former patient, Vincent, who has come to thank him for helping him. However, Vincent then proceeds to shoot Malcolm. As Malcolm lies dying, he sees Vincent's ghost. Malcolm's wife, Anna, is devastated by the tragedy. A few months later, Malcolm is contacted by Cole Sear, a young boy who is terrified that he is seeing ghosts. Malcolm is initially skeptical, but he soon realizes that Cole is indeed seeing ghosts. Together, they work to help Cole deal with his ability and to try to figure out why the ghosts are appearing to him. As they work together, Malcolm comes to understand that Cole is seeing the ghosts of people who have died with unfinished business. He also realizes that Vincent's ghost has been appearing to him, trying to get Malcolm to help him with his own unfinished business. Eventually, Malcolm and Cole are able to help all of the ghosts that have been appearing to Cole. In the process, Malcolm is able to work through his own issues surrounding Vincent's death."
The Truman Show,8.1,"1,032,505",https://www.imdb.com//title/tt0120382/,Peter Weir,Jim Carrey,Ed Harris,Laura Linney,"The Truman Show is a 1998 American science fiction comedy-drama film directed by Peter Weir, produced by Scott Rudin, Andrew Niccol, Edward S. Feldman, and Adam Schroeder, and written by Niccol. The film stars Jim Carrey as Truman Burbank, a man who grew up living an ordinary life thatâunbeknownst to himâtakes place entirely within a television set. His life is broadcast throughout the world 24 hours a day and draws the attention of billions of people. However, Truman gradually discovers the truth and decides to escape the show.The Truman Show was originally a speculative screenplay by Andrew Niccol that was sold to Paramount Pictures in early 1996. Peter Weir was brought on board to direct, and Jim Carrey signed on to star in what was then a low-budget film with a budget of $60 million. The film was shot in Seaside, Florida, a town that was specially built for the film. The film was released on June 5, 1998, to critical acclaim and grossed $264 million worldwide.The Truman Show has been analyzed as a film that comments on issues such as reality television, celebrity culture, and consumerism."
Yojimbo,8.1,"120,563",https://www.imdb.com//title/tt0055630/,Akira Kurosawa,ToshirÃ´ Mifune,EijirÃ´ TÃ´no,Tatsuya Nakadai,"A nameless ronin, or samurai with no lord, wanders into a remote village in feudal Japan, where two rival businessmen are struggling for control of the local gambling trade. After demonstrating his incredible swordsmanship, the ronin inserts himself into the conflict, siding first with one businessman, then the other, using his skills to help each one eliminate his enemies, and finally facing off against both in a thrilling climax. Along the way, the ronin develops a begrudging respect for his two main opponents, as well as a romantic interest in the female proprietor of the local tavern."
The Treasure of the Sierra Madre,8.1,"122,853",https://www.imdb.com//title/tt0040897/,John Huston,Humphrey Bogart,Walter Huston,Tim Holt,"The Treasure of the Sierra Madre is a drama about three American men who go to Mexico in search of gold. They find gold, but the gold is not the only thing they find."
Rashomon,8.1,"165,102",https://www.imdb.com//title/tt0042876/,Akira Kurosawa,ToshirÃ´ Mifune,Machiko KyÃ´,Masayuki Mori,A woodcutter and a priest find a dead body in a forest. They soon discover that three people have different accounts of what happened. A bandit named Tajomaru claims that he kidnapped a woman and raped her. The woman's husband says that he killed Tajomaru in revenge. The woman says that both the bandit and her husband raped her.
The Great Escape,8.1,"240,278",https://www.imdb.com//title/tt0057115/,John Sturges,Steve McQueen,James Garner,Richard Attenborough,"A group of Allied soldiers escape from a German POW camp during World War II. Led by a British officer, the soldiers use a variety of creative and daring methods to break out of the camp and make their way to freedom. Despite the many obstacles in their way, the soldiers are ultimately successful in their escape, but not without cost."
Shutter Island,8.1,"1,253,887",https://www.imdb.com//title/tt1130884/,Martin Scorsese,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,A U.S. Marshal investigates the disappearance of a patient from a hospital for the criminally insane on an island off the coast of Massachusetts.
Kill Bill: Vol. 1,8.1,"1,081,240",https://www.imdb.com//title/tt0266697/,Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah,"The movie opens with The Bride (Uma Thurman) waking up from a four-year coma. She was attacked on her wedding day by a team of assassins, led by Bill (David Carradine), her former lover. The Bride sets out on a quest for revenge, seeking out each of her former attackers one by one. She eventually faces off against Bill in a final showdown."
Jurassic Park,8.1,"942,764",https://www.imdb.com//title/tt0107290/,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,"A wealthy businessman creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening the park to the public, he invites a select group of scientists, along with his two grandchildren, to experience the park and help calm any fears about safety. However, the safety systems fail and the dinosaurs escape, leading to a harrowing battle for survival."
No Country for Old Men,8.1,"938,768",https://www.imdb.com//title/tt0477348/,Ethan Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,"The movie is set in the 1980s in the American Southwest. Llewelyn Moss (Josh Brolin) finds a pickup truck surrounded by a trail of dead bodies. He finds several cases of money and decides to take it. This sets off a ruthless pursuit by Anton Chigurh (Javier Bardem), a psychopathic hitman. The movie follows the cat-and-mouse game that ensues. Meanwhile, the old sheriff, Ed Tom Bell (Tommy Lee Jones), is trying to retire and make sense of the increasing violence and crime in the world around him."
The Elephant Man,8.1,"236,531",https://www.imdb.com//title/tt0080678/,David Lynch,Anthony Hopkins,John Hurt,Anne Bancroft,"The Elephant Man is a 1980 American historical drama film directed by David Lynch and starring John Hurt, Anthony Hopkins, Anne Bancroft, John Gielgud, Wendy Hiller, Michael Elphick, Hannah Gordon, and Freddie Jones. The film tells the true story of Joseph Merrick (Hurt), a severely deformed man in late 19th century London. Merrick is found as a freak show attraction and is rescued by physician Frederick Treves (Hopkins), who brings him to the London Hospital. There, Merrick is introduced to Victorian high society and treated humanely for the first time in his life. However, as his condition deteriorates, he grows increasingly isolated and desperate for a cure. The Elephant Man ultimately becomes a tragic figure, an outsider who is unable to find acceptance in a cruel and judgmental world."
Finding Nemo,8.1,"1,014,690",https://www.imdb.com//title/tt0266543/,Andrew Stanton,Albert Brooks,Ellen DeGeneres,Alexander Gould,"Finding Nemo is a 2003 American computer-animated comedy-drama film produced by Pixar Animation Studios and released by Walt Disney Pictures. Written and directed by Andrew Stanton with co-direction by Lee Unkrich, the film stars the voices of Albert Brooks, Ellen DeGeneres, Alexander Gould, and Willem Dafoe. The film tells the story of an overprotective clownfish named Marlin who, along with a regal tang named Dory, searches for his abducted son Nemo all the way to Sydney Harbour. Finding Nemo became the highest-grossing animated film of all time at the time of its release, a record it held for eleven years until it was surpassed by Frozen (2013). The film won the Academy Award for Best Animated Feature, and was nominated in three more categories, including Best Original Screenplay."
Raging Bull,8.1,"345,319",https://www.imdb.com//title/tt0081398/,Martin Scorsese,Robert De Niro,Cathy Moriarty,Joe Pesci,"Raging Bull follows the story of Jake LaMotta, a professional boxer who is considered one of the greatest fighters of all time. The film spans over a decade of LaMotta's life, from his early days as a club fighter in New York to his eventual retirement from the sport. In between, we see LaMotta's rise to the top of the boxing world, as well as his struggles with alcohol, womanizing, and violence both inside and outside the ring. Despite his many flaws, LaMotta is a fascinating and complex character, and the film is a brilliant portrait of a man who was both a champion and a self-destructive force."
